"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"1400000US09003468101","Census Tract 4681.01, Hartford County, Connecticut","2706","126","0.0","1.2","1.0","1.1","1.8","1.7","5.2","3.6","4.9","2.6","13.8","5.0","18.7","4.6","18.6","4.8","12.7","4.4","23.2","5.5","113102","16993","165502","36086","24.7","(X)","(X)","(X)","(X)","(X)","2187","122","0.0","1.5","0.0","1.5","0.0","1.5","1.8","1.4","2.6","2.1","15.4","6.1","15.2","4.7","21.4","5.8","14.9","5.0","28.7","6.7","127877","14786","189717","43708","(X)","(X)","24.4","(X)","(X)","(X)","1941","151","0.0","1.7","0.0","1.7","0.0","1.7","1.4","1.5","2.3","2.1","11.8","5.4","13.9","4.8","23.3","6.2","16.7","5.5","30.5","7.5","139111","24868","N","N","(X)","(X)","(X)","(X)","(X)","(X)","519","162","0.0","6.1","5.2","6.2","9.6","9.0","19.7","16.4","14.6","10.4","11.8","9.3","29.9","16.4","5.6","6.7","3.7","6.0","0.0","6.1","50388","21065","62077","13460","(X)","(X)","(X)","(X)","22.5","(X)"
"1400000US09003468102","Census Tract 4681.02, Hartford County, Connecticut","1653","80","2.4","2.1","2.7","2.2","9.8","4.0","1.4","1.5","11.6","4.6","15.5","5.1","17.7","4.9","17.5","5.0","14.6","4.3","6.8","3.2","82312","8168","102566","11226","14.9","(X)","(X)","(X)","(X)","(X)","1106","92","0.9","1.4","0.0","2.9","2.9","2.6","0.0","2.9","7.5","4.0","16.6","4.9","19.4","6.2","20.7","6.4","21.8","6.6","10.1","4.7","109737","21328","128475","15175","(X)","(X)","11.8","(X)","(X)","(X)","938","91","1.1","1.7","0.0","3.4","1.2","1.8","0.0","3.4","5.1","3.5","14.6","5.6","21.1","7.2","22.0","7.3","25.7","7.9","9.3","4.7","117045","19138","N","N","(X)","(X)","(X)","(X)","(X)","(X)","547","104","5.5","5.7","8.2","6.5","23.8","9.7","4.2","4.5","19.7","12.0","13.2","10.7","14.3","7.6","11.2","7.8","0.0","5.8","0.0","5.8","41402","10692","49307","8004","(X)","(X)","(X)","(X)","21.0","(X)"
"1400000US09003470100","Census Tract 4701, Hartford County, Connecticut","2144","77","3.4","3.0","4.3","4.9","8.5","3.7","2.1","1.9","13.6","4.6","20.5","6.7","13.7","5.0","19.8","5.9","10.6","5.2","3.4","2.1","71250","10315","85377","6782","18.0","(X)","(X)","(X)","(X)","(X)","1400","103","0.0","2.3","0.0","2.3","5.7","3.9","1.1","1.7","8.1","4.8","22.1","8.4","14.3","6.4","28.6","8.8","16.2","8.0","3.9","2.7","95139","17930","106678","10403","(X)","(X)","16.9","(X)","(X)","(X)","1291","119","0.0","2.5","0.0","2.5","3.7","3.6","1.2","1.8","7.7","5.0","19.9","8.9","15.5","6.9","31.1","9.5","17.6","8.5","3.4","2.6","101577","16551","N","N","(X)","(X)","(X)","(X)","(X)","(X)","744","130","9.7","8.6","12.5","14.5","13.8","9.1","4.2","4.7","24.1","10.1","17.6","13.0","12.6","8.6","3.2","3.9","0.0","4.3","2.3","3.2","40944","10363","45294","10088","(X)","(X)","(X)","(X)","19.9","(X)"
"1400000US09003471100","Census Tract 4711, Hartford County, Connecticut","1233","89","4.9","4.0","3.7","3.0","11.1","6.8","11.8","5.8","7.9","4.1","19.5","6.6","21.0","7.8","16.4","5.8","3.6","2.8","0.0","2.6","67386","11381","65057","6341","51.5","(X)","(X)","(X)","(X)","(X)","914","105","5.1","4.5","1.0","1.6","1.1","1.8","9.6","6.3","11.4","6.8","20.8","9.0","24.1","8.6","22.1","7.7","4.8","3.8","0.0","3.5","75549","5691","75026","7645","(X)","(X)","49.7","(X)","(X)","(X)","447","95","0.0","7.0","0.0","7.0","0.0","7.0","2.7","4.0","2.0","2.9","20.8","11.9","33.6","14.9","35.3","14.4","5.6","6.7","0.0","7.0","82917","21042","N","N","(X)","(X)","(X)","(X)","(X)","(X)","319","90","4.4","7.3","11.6","10.5","39.8","21.8","19.1","15.3","6.6","7.8","14.7","11.4","3.8","5.6","0.0","9.7","0.0","9.7","0.0","9.7","24391","4326","31729","6034","(X)","(X)","(X)","(X)","48.3","(X)"
"1400000US09003471200","Census Tract 4712, Hartford County, Connecticut","1172","80","4.0","3.8","6.1","4.2","13.6","6.4","10.1","6.1","14.4","6.1","29.9","10.8","7.1","4.0","14.5","7.7","0.3","0.7","0.0","2.7","50772","6103","54976","7635","30.6","(X)","(X)","(X)","(X)","(X)","680","118","3.5","5.6","0.0","4.7","13.7","9.4","7.8","5.2","13.4","8.2","34.4","12.9","11.9","7.1","14.9","9.4","0.4","1.3","0.0","4.7","60427","12645","61266","8875","(X)","(X)","37.8","(X)","(X)","(X)","336","101","0.0","9.2","0.0","9.2","14.0","14.9","2.4","3.7","16.1","13.2","25.6","18.7","19.3","13.1","21.7","16.6","0.9","2.8","0.0","9.2","64286","29245","N","N","(X)","(X)","(X)","(X)","(X)","(X)","492","133","4.7","4.9","14.6","9.9","18.9","10.3","14.6","11.9","15.9","9.8","22.4","14.5","1.6","2.5","7.3","8.2","0.0","6.4","0.0","6.4","31686","15871","40430","10177","(X)","(X)","(X)","(X)","20.7","(X)"
"1400000US09003471300","Census Tract 4713, Hartford County, Connecticut","2084","107","8.6","4.6","0.7","1.1","3.7","2.4","5.9","3.4","10.8","5.2","23.8","6.5","16.4","5.2","11.2","4.9","11.1","5.5","7.7","3.9","72184","5270","99908","14273","21.6","(X)","(X)","(X)","(X)","(X)","1230","160","6.3","6.2","0.0","2.6","0.7","1.3","1.6","1.9","9.9","7.3","28.9","9.8","16.7","8.8","15.4","8.2","12.0","6.6","8.5","4.9","80833","13299","106317","14635","(X)","(X)","27.0","(X)","(X)","(X)","939","164","4.5","6.9","0.0","3.4","0.0","3.4","0.0","3.4","5.2","4.9","32.8","11.5","18.3","11.2","17.6","9.7","13.2","8.3","8.4","6.0","85268","25510","N","N","(X)","(X)","(X)","(X)","(X)","(X)","854","156","13.0","7.8","1.8","2.7","8.1","5.6","11.9","7.9","11.1","7.2","16.6","7.9","15.8","8.4","5.2","4.1","9.8","8.7","6.7","6.4","57833","19864","89660","29750","(X)","(X)","(X)","(X)","13.9","(X)"
"1400000US09003471400","Census Tract 4714, Hartford County, Connecticut","2583","139","2.3","1.9","2.8","2.1","4.6","2.1","2.7","3.3","3.9","2.2","13.3","4.5","13.2","4.5","27.4","6.6","12.3","4.4","17.5","4.4","110035","8300","142108","16598","22.8","(X)","(X)","(X)","(X)","(X)","1478","146","1.1","1.8","0.0","2.2","0.0","2.2","0.7","1.1","3.0","2.6","13.9","6.6","9.5","5.1","31.5","9.1","17.2","6.8","23.1","6.5","134397","11120","172632","25033","(X)","(X)","29.4","(X)","(X)","(X)","1281","160","1.2","2.0","0.0","2.5","0.0","2.5","0.8","1.3","2.7","2.6","12.0","7.1","4.9","3.6","35.1","10.1","18.0","7.1","25.4","7.4","142344","12722","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1105","161","3.9","3.7","6.5","4.9","10.9","5.0","5.4","7.7","5.1","3.8","12.5","5.1","18.2","7.8","23.4","9.5","4.3","3.7","9.9","5.0","83194","11427","100772","19469","(X)","(X)","(X)","(X)","14.0","(X)"
"1400000US09003471500","Census Tract 4715, Hartford County, Connecticut","1436","98","4.0","2.6","6.8","5.1","9.7","4.4","8.4","5.1","13.5","5.9","17.4","6.2","16.4","6.9","14.1","6.0","3.1","2.4","6.4","4.9","63125","9632","75241","10500","25.5","(X)","(X)","(X)","(X)","(X)","840","106","0.0","3.8","4.6","5.9","8.5","6.6","6.5","7.1","12.1","6.2","14.8","8.2","20.7","10.4","17.3","9.3","10.0","5.8","5.5","7.0","76343","9724","88513","15315","(X)","(X)","27.6","(X)","(X)","(X)","508","99","0.0","6.2","1.2","2.0","6.5","6.9","0.0","6.2","10.2","6.0","16.7","9.9","21.5","12.1","26.2","12.2","8.7","6.8","9.1","11.4","89643","17836","N","N","(X)","(X)","(X)","(X)","(X)","(X)","596","116","9.7","6.2","9.9","9.2","11.6","6.6","11.1","6.2","15.4","10.8","25.3","11.7","11.4","7.0","5.5","5.8","0.0","5.3","0.0","5.3","41833","10195","47256","8511","(X)","(X)","(X)","(X)","22.5","(X)"
"1400000US09003473100","Census Tract 4731, Hartford County, Connecticut","2018","118","3.8","2.8","1.7","1.6","3.8","2.8","1.6","1.7","12.1","5.4","12.5","5.8","17.3","4.7","31.2","8.1","11.9","4.0","4.0","3.7","94136","18451","105288","14926","40.4","(X)","(X)","(X)","(X)","(X)","1662","111","0.3","0.6","0.0","1.9","2.2","2.5","1.2","1.8","10.1","5.5","12.5","6.5","20.8","5.8","34.5","9.5","13.5","4.4","4.9","4.4","107500","15579","115407","16642","(X)","(X)","39.6","(X)","(X)","(X)","1062","178","0.0","3.0","0.0","3.0","2.0","3.3","1.9","2.8","11.7","6.2","13.7","8.3","16.9","5.9","28.6","10.1","17.6","7.6","7.6","7.0","112500","26526","N","N","(X)","(X)","(X)","(X)","(X)","(X)","356","117","19.9","14.2","9.6","8.8","11.2","9.5","3.4","5.2","21.3","18.8","12.9","11.2","11.8","10.0","9.8","9.3","0.0","8.7","0.0","8.7","38333","19820","42898","10278","(X)","(X)","(X)","(X)","44.1","(X)"
"1400000US09003473400","Census Tract 4734, Hartford County, Connecticut","784","82","3.2","2.6","6.6","3.5","7.9","4.5","9.7","4.5","8.4","4.7","20.2","6.4","19.6","8.0","15.4","6.3","4.8","3.3","4.1","3.1","66319","8463","86141","19345","17.9","(X)","(X)","(X)","(X)","(X)","442","61","2.0","2.8","2.3","3.8","5.4","6.5","8.4","8.3","4.8","3.9","19.9","7.7","28.7","11.8","19.7","10.0","5.2","4.0","3.6","3.3","79722","16572","88536","12177","(X)","(X)","19.0","(X)","(X)","(X)","301","52","3.0","4.1","0.0","10.2","2.0","3.0","9.6","11.7","2.7","4.0","15.3","8.3","25.6","11.1","28.9","13.7","7.6","5.7","5.3","4.8","91417","19464","N","N","(X)","(X)","(X)","(X)","(X)","(X)","342","80","4.7","4.6","12.3","6.2","11.1","6.5","11.4","6.4","14.6","9.8","23.7","10.2","8.2","7.3","6.7","6.2","4.4","4.6","2.9","4.4","46000","17198","78758","40858","(X)","(X)","(X)","(X)","14.6","(X)"
"1400000US09003473501","Census Tract 4735.01, Hartford County, Connecticut","1718","83","1.1","1.2","1.6","1.4","3.1","2.2","3.8","2.0","13.0","4.3","10.7","3.9","13.7","5.3","25.5","6.5","15.1","5.7","12.5","4.9","103676","16154","122284","14447","22.4","(X)","(X)","(X)","(X)","(X)","1388","113","1.4","1.5","1.2","1.1","1.9","2.2","2.3","2.5","13.0","4.5","7.1","3.4","15.6","6.4","28.5","7.6","14.6","6.3","14.4","5.5","115722","13270","131423","16783","(X)","(X)","24.0","(X)","(X)","(X)","1173","134","0.0","2.7","0.0","2.7","2.3","2.6","0.5","0.9","11.7","4.5","7.0","3.7","15.8","6.5","30.0","8.3","15.7","7.2","17.1","6.4","125750","13260","N","N","(X)","(X)","(X)","(X)","(X)","(X)","330","86","0.0","9.4","4.8","5.2","7.9","7.2","16.4","8.9","13.0","12.3","17.9","9.9","6.1","6.3","20.0","11.1","11.8","9.3","2.1","3.7","56563","19945","75629","12659","(X)","(X)","(X)","(X)","15.5","(X)"
"1400000US09003473502","Census Tract 4735.02, Hartford County, Connecticut","1243","94","0.9","1.4","0.7","1.2","6.8","4.7","9.3","4.4","8.4","4.2","13.3","5.2","22.0","6.8","24.8","6.0","9.9","4.7","3.9","2.9","82060","6201","92243","8038","34.4","(X)","(X)","(X)","(X)","(X)","861","95","1.3","2.0","0.0","3.7","1.7","2.1","6.0","4.2","5.5","4.3","8.9","4.7","26.9","8.4","32.9","7.9","12.1","5.7","4.6","3.9","99485","10184","107187","8706","(X)","(X)","39.1","(X)","(X)","(X)","700","87","0.0","4.5","0.0","4.5","0.0","4.5","3.1","3.4","6.7","5.3","8.3","5.0","26.0","7.5","36.4","8.9","13.7","6.5","5.7","4.8","108452","7339","N","N","(X)","(X)","(X)","(X)","(X)","(X)","382","97","0.0","8.2","2.4","3.8","18.3","13.0","19.6","11.5","15.2","11.0","23.0","11.4","7.9","6.9","6.5","8.5","5.0","5.8","2.1","3.8","39714","16140","57032","12402","(X)","(X)","(X)","(X)","23.6","(X)"
"1400000US09003473601","Census Tract 4736.01, Hartford County, Connecticut","1285","70","0.7","1.1","0.8","1.2","2.6","2.1","1.9","1.8","11.2","4.3","21.4","6.2","16.7","5.9","25.2","7.4","11.7","4.3","7.8","3.7","93848","8508","108645","7482","31.0","(X)","(X)","(X)","(X)","(X)","915","67","0.0","3.5","0.0","3.5","0.8","1.2","0.0","3.5","7.4","3.8","22.3","6.8","14.2","6.2","29.1","9.2","15.3","6.2","10.9","5.2","110625","10310","125608","10860","(X)","(X)","31.8","(X)","(X)","(X)","800","77","0.0","4.0","0.0","4.0","0.9","1.4","0.0","4.0","7.4","3.9","22.5","7.2","9.4","5.2","29.9","9.5","17.5","7.2","12.5","5.7","114257","7131","N","N","(X)","(X)","(X)","(X)","(X)","(X)","370","85","2.4","4.1","2.7","4.0","7.3","7.1","6.8","6.6","20.5","12.3","19.2","13.1","22.7","12.4","15.7","9.7","2.7","4.0","0.0","8.4","56750","28201","66696","9434","(X)","(X)","(X)","(X)","28.9","(X)"
"1400000US09003473602","Census Tract 4736.02, Hartford County, Connecticut","945","68","0.7","1.3","1.6","2.0","7.7","4.0","4.9","3.7","17.4","8.5","33.9","8.9","17.8","7.0","6.6","3.9","5.2","4.5","4.3","3.1","61607","6579","73732","8083","26.3","(X)","(X)","(X)","(X)","(X)","584","77","1.2","2.1","0.5","1.1","0.0","5.4","8.0","9.3","8.0","5.6","34.4","12.4","21.7","10.0","10.6","6.3","8.4","7.4","7.0","5.1","69595","16053","89151","12523","(X)","(X)","28.8","(X)","(X)","(X)","388","80","0.0","8.0","0.8","1.7","0.0","8.0","2.6","4.2","4.4","5.2","25.0","11.3","31.4","13.0","12.6","8.2","12.6","10.9","10.6","7.7","87500","15005","N","N","(X)","(X)","(X)","(X)","(X)","(X)","361","89","0.0","8.6","3.3","4.7","20.2","9.9","10.0","8.1","22.2","13.9","33.0","13.8","11.4","8.0","0.0","8.6","0.0","8.6","0.0","8.6","48536","7614","47758","5109","(X)","(X)","(X)","(X)","12.2","(X)"
"1400000US09003473700","Census Tract 4737, Hartford County, Connecticut","1994","158","3.0","2.7","0.0","1.6","8.4","4.0","7.3","6.1","8.7","6.2","25.6","6.9","16.1","7.0","17.7","5.6","11.0","4.4","2.2","2.0","73052","6056","82440","7156","31.9","(X)","(X)","(X)","(X)","(X)","1461","148","3.0","3.2","0.0","2.2","6.8","4.3","3.6","3.2","7.1","5.3","24.3","8.6","14.3","7.3","22.8","7.0","15.1","6.3","2.9","2.8","81766","15221","93618","9361","(X)","(X)","36.1","(X)","(X)","(X)","1085","191","0.0","2.9","0.0","2.9","4.3","3.9","2.5","2.9","6.5","5.7","21.7","10.9","18.6","9.0","26.5","8.8","15.9","8.3","4.0","3.8","92019","17776","N","N","(X)","(X)","(X)","(X)","(X)","(X)","533","158","3.0","4.7","0.0","5.9","12.8","10.9","17.3","17.6","19.3","18.1","31.9","15.2","12.9","10.8","2.8","4.4","0.0","5.9","0.0","5.9","41806","20902","48664","8168","(X)","(X)","(X)","(X)","20.6","(X)"
"1400000US09003473800","Census Tract 4738, Hartford County, Connecticut","702","52","6.8","5.7","12.7","10.1","7.1","4.8","6.0","4.8","23.5","12.1","14.4","7.6","13.0","8.3","7.5","4.7","9.0","6.2","0.0","4.5","44659","6610","58872","8960","39.7","(X)","(X)","(X)","(X)","(X)","452","82","10.8","7.9","0.9","1.3","8.6","6.6","8.4","6.2","21.0","12.4","9.1","5.3","19.0","12.6","8.2","5.5","13.9","9.9","0.0","6.9","50500","28832","68841","13433","(X)","(X)","36.7","(X)","(X)","(X)","243","78","0.0","12.5","0.0","12.5","8.2","8.2","1.6","2.4","22.2","18.7","9.5","8.9","28.8","20.6","15.2","11.0","14.4","11.2","0.0","12.5","83984","13976","N","N","(X)","(X)","(X)","(X)","(X)","(X)","250","83","5.2","6.5","34.0","25.2","4.4","5.1","2.0","3.3","28.0","22.4","21.6","19.3","2.0","3.6","2.8","4.0","0.0","12.2","0.0","12.2","39063","28933","34995","9512","(X)","(X)","(X)","(X)","35.2","(X)"
"1400000US09003476100","Census Tract 4761, Hartford County, Connecticut","1983","141","5.0","2.8","8.2","4.2","11.2","5.3","6.3","3.6","6.7","3.6","22.2","6.4","13.8","5.3","14.6","4.5","3.4","2.1","8.6","5.7","62827","8644","83668","14542","32.3","(X)","(X)","(X)","(X)","(X)","1206","124","5.4","4.7","7.7","5.0","4.1","3.3","6.7","5.0","4.8","2.6","21.0","8.4","15.7","6.3","20.1","7.3","5.6","3.5","9.0","7.5","75278","16457","94979","21605","(X)","(X)","36.4","(X)","(X)","(X)","860","135","0.0","3.7","7.7","7.6","3.5","4.9","4.5","5.5","4.2","3.2","19.1","10.0","13.8","6.2","26.9","9.9","7.8","5.0","12.6","10.1","94896","28535","N","N","(X)","(X)","(X)","(X)","(X)","(X)","777","150","8.5","5.6","11.2","7.2","18.1","11.8","7.1","4.9","8.2","7.6","23.3","11.0","9.5","9.6","6.0","4.7","0.0","4.1","8.0","9.5","48144","28478","62659","22102","(X)","(X)","(X)","(X)","24.7","(X)"
"1400000US09003476200","Census Tract 4762, Hartford County, Connecticut","1115","74","4.3","2.6","0.7","1.2","2.8","1.7","8.7","5.0","14.5","5.2","21.3","7.2","10.9","5.2","20.4","7.3","6.9","3.7","9.6","6.3","71555","10760","90409","11921","26.2","(X)","(X)","(X)","(X)","(X)","788","96","0.0","4.0","0.0","4.0","2.7","1.9","8.1","5.0","17.3","6.6","19.3","7.1","7.0","4.6","29.6","8.4","9.3","5.3","6.9","4.4","79500","24341","94238","9458","(X)","(X)","22.3","(X)","(X)","(X)","591","108","0.0","5.3","0.0","5.3","2.2","2.3","4.9","3.8","16.8","7.3","14.6","6.5","8.3","5.8","34.5","10.3","9.6","5.6","9.1","5.7","103650","15167","N","N","(X)","(X)","(X)","(X)","(X)","(X)","327","76","14.7","9.2","2.4","4.0","3.1","4.9","13.5","10.6","12.2","9.7","23.2","15.3","15.3","10.6","4.3","6.4","0.0","9.5","11.3","16.4","51350","25210","72395","33398","(X)","(X)","(X)","(X)","35.5","(X)"
"1400000US09003476300","Census Tract 4763, Hartford County, Connecticut","2091","141","3.1","2.3","2.9","2.6","10.7","4.4","8.4","3.7","11.9","5.2","19.4","5.6","18.4","6.1","16.0","4.5","5.0","3.0","4.4","3.8","67057","10592","81351","11813","33.0","(X)","(X)","(X)","(X)","(X)","1301","145","0.8","1.5","1.8","3.2","5.3","5.4","7.3","4.5","8.4","5.9","20.1","7.4","20.8","8.9","23.0","6.8","6.3","4.4","6.1","5.6","86297","10364","97070","16638","(X)","(X)","39.5","(X)","(X)","(X)","941","138","1.2","2.1","2.6","4.3","3.1","3.7","5.7","4.6","8.4","7.4","19.2","8.0","24.5","11.4","22.4","7.7","8.7","6.2","4.1","3.8","86863","7450","N","N","(X)","(X)","(X)","(X)","(X)","(X)","790","177","6.7","5.6","4.6","4.5","19.5","8.5","10.1","6.4","19.9","9.6","17.1","8.2","13.3","10.0","4.4","4.3","2.9","3.4","1.5","2.5","41829","6750","53760","10934","(X)","(X)","(X)","(X)","22.4","(X)"
"1400000US09003477101","Census Tract 4771.01, Hartford County, Connecticut","1452","94","4.3","4.1","0.8","1.2","3.5","2.2","8.0","4.3","12.2","6.1","12.1","3.9","12.5","3.8","17.3","4.5","11.8","4.1","17.5","5.4","94375","14974","127721","15690","24.2","(X)","(X)","(X)","(X)","(X)","1072","96","0.0","3.0","0.0","3.0","1.8","2.0","3.9","2.8","11.1","6.7","14.4","4.6","12.7","4.4","21.6","6.0","11.8","4.4","22.7","7.0","109773","16860","150642","21068","(X)","(X)","24.6","(X)","(X)","(X)","933","115","0.0","3.4","0.0","3.4","1.1","1.7","2.7","2.4","8.6","4.6","14.8","5.0","11.5","4.7","21.8","6.4","13.6","4.9","26.0","7.5","125750","15966","N","N","(X)","(X)","(X)","(X)","(X)","(X)","380","102","16.6","14.7","2.9","4.5","8.4","7.5","19.5","14.7","15.3","12.6","5.5","6.3","12.1","8.7","5.0","6.0","11.8","10.0","2.9","4.2","37273","21182","63059","18498","(X)","(X)","(X)","(X)","23.2","(X)"
"1400000US09003477102","Census Tract 4771.02, Hartford County, Connecticut","2401","121","2.7","2.8","1.3","1.7","9.2","4.5","4.7","2.7","7.3","3.7","19.6","4.7","14.2","4.0","19.9","5.8","10.5","3.9","10.6","4.1","91151","12981","113917","15740","27.4","(X)","(X)","(X)","(X)","(X)","1678","151","0.0","1.9","1.3","2.2","5.4","4.8","1.5","1.7","8.8","4.7","16.0","5.7","14.1","6.4","24.5","8.0","14.0","5.6","14.5","5.4","104071","15878","137483","21079","(X)","(X)","32.4","(X)","(X)","(X)","1433","162","0.0","2.2","1.5","2.6","3.2","4.1","0.9","1.4","5.2","3.4","15.4","6.6","13.7","7.4","26.7","8.9","16.4","6.4","17.0","6.2","113750","9314","N","N","(X)","(X)","(X)","(X)","(X)","(X)","723","181","9.0","8.6","1.4","2.3","18.1","9.7","12.2","8.0","5.4","6.3","27.9","11.6","12.9","8.6","9.3","6.3","2.2","3.2","1.7","2.9","51272","11579","57916","10434","(X)","(X)","(X)","(X)","15.9","(X)"
"1400000US09003477200","Census Tract 4772, Hartford County, Connecticut","1040","72","1.2","1.7","1.9","2.3","1.2","1.7","9.4","6.6","9.5","4.4","17.1","6.3","13.8","6.1","18.6","5.7","12.4","5.2","15.0","7.5","95625","15066","111447","14156","34.5","(X)","(X)","(X)","(X)","(X)","752","66","0.0","4.2","0.0","4.2","0.0","4.2","5.1","5.7","7.2","3.9","19.5","7.5","12.6","5.9","19.8","6.5","16.4","6.8","19.4","9.8","105929","15628","126823","16661","(X)","(X)","34.2","(X)","(X)","(X)","625","77","0.0","5.1","0.0","5.1","0.0","5.1","6.1","6.8","5.6","3.4","19.7","8.3","11.4","6.5","20.8","7.2","16.8","7.9","19.7","10.7","106821","22335","N","N","(X)","(X)","(X)","(X)","(X)","(X)","288","81","4.2","6.1","6.9","8.4","4.2","6.3","20.8","16.0","15.6","12.1","10.8","9.0","21.9","13.6","12.2","10.4","0.0","10.7","3.5","5.1","49107","25743","68221","20695","(X)","(X)","(X)","(X)","35.4","(X)"
"1400000US09003480300","Census Tract 4803, Hartford County, Connecticut","920","54","2.2","2.6","1.6","1.9","11.7","7.0","7.5","3.5","14.6","6.3","19.3","6.0","17.7","6.5","20.5","5.8","4.8","3.5","0.0","3.5","64722","8923","70669","5492","31.3","(X)","(X)","(X)","(X)","(X)","631","76","0.8","1.3","0.0","5.0","3.0","3.6","6.8","4.1","14.9","7.2","20.0","7.9","21.1","7.7","28.2","9.1","5.2","4.4","0.0","5.0","85489","18538","81450","6528","(X)","(X)","31.4","(X)","(X)","(X)","470","66","1.1","1.7","0.0","6.7","0.0","6.7","4.7","4.8","7.7","5.7","18.3","8.9","23.4","9.6","37.9","11.5","7.0","5.7","0.0","6.7","90469","8756","N","N","(X)","(X)","(X)","(X)","(X)","(X)","289","76","5.2","8.0","5.2","6.2","30.8","18.3","9.0","7.2","17.3","16.5","22.1","11.6","2.8","4.5","3.8","4.5","3.8","5.5","0.0","10.6","32411","26657","43855","9337","(X)","(X)","(X)","(X)","27.7","(X)"
"1400000US09003480400","Census Tract 4804, Hartford County, Connecticut","1419","57","2.0","2.0","0.7","1.1","10.4","4.1","5.1","2.7","14.0","6.2","17.0","5.4","21.0","5.6","21.7","4.7","6.8","3.3","1.3","1.2","76420","10243","80584","5857","29.1","(X)","(X)","(X)","(X)","(X)","1057","81","1.7","1.7","0.9","1.5","3.5","2.7","3.9","3.0","12.6","7.0","11.7","5.6","28.2","7.3","27.7","6.1","7.9","4.2","1.8","1.6","86250","8346","92429","8058","(X)","(X)","33.9","(X)","(X)","(X)","789","100","1.3","1.9","0.0","4.0","3.3","3.1","2.5","2.8","7.1","4.1","7.7","4.8","31.8","8.5","34.7","7.5","9.1","4.9","2.4","2.1","97765","6820","N","N","(X)","(X)","(X)","(X)","(X)","(X)","362","76","2.8","4.3","0.0","8.6","30.7","12.3","11.6","8.0","18.0","13.0","35.4","16.3","0.0","8.6","1.7","2.8","0.0","8.6","0.0","8.6","38039","11293","38795","5250","(X)","(X)","(X)","(X)","15.2","(X)"
