"GEO_ID","NAME","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E"
"1400000US09009361100","Census Tract 3611, New Haven County, Connecticut","4.8","14.7","4.9","20.8","7.1","10.0","3.8","9.5","4.6","81250","15728","98998","13391","38.3","(X)","(X)","(X)","(X)","(X)","1768","140","0.8","1.3","3.0","4.1","2.3","2.3","4.2","3.0","12.8","6.8","13.4","5.7","15.6","5.8","23.1","7.8","12.3","4.9","12.4","5.9","94545","17679","114366","16777","(X)","(X)","41.5","(X)","(X)","(X)","1391","174","1.1","1.6","0.0","2.3","2.9","2.8","1.9","2.2","11.0","6.6","11.6","5.2","15.2","6.5","28.3","9.3","14.5","6.1","13.4","6.4","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","546","152","7.1","6.8","14.3","11.9","22.5","10.8","11.7","8.9","9.2","8.2","7.7","7.3","11.7","8.7","13.4","13.3","2.4","3.7","0.0","5.8","31719","11535","48627","14013","(X)","(X)","(X)","(X)","28.0","(X)","2314","127","2.3","1.9","5.7","4.0","7.1","3.3","6.0","3.1","11.1","5.3","12.9"
"1400000US09009361200","Census Tract 3612, New Haven County, Connecticut","6.6","16.1","6.1","23.0","5.7","7.9","4.0","2.5","2.4","74087","12009","84762","7941","37.8","(X)","(X)","(X)","(X)","(X)","1477","131","1.8","2.1","0.0","2.2","0.0","2.2","5.2","3.9","7.2","3.9","26.4","7.9","16.6","6.9","29.2","7.2","10.3","5.2","3.3","3.1","87179","14930","98753","9752","(X)","(X)","40.1","(X)","(X)","(X)","1187","150","1.2","1.9","0.0","2.7","0.0","2.7","6.5","4.8","6.1","4.4","22.2","7.6","15.0","7.0","33.6","8.7","11.3","5.8","4.1","3.9","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","446","117","6.3","7.1","7.6","8.8","21.7","13.1","26.7","15.8","13.5","10.5","10.5","10.3","11.2","10.2","2.5","4.2","0.0","7.0","0.0","7.0","26600","4434","37757","7213","(X)","(X)","(X)","(X)","30.0","(X)","1923","115","2.9","2.3","1.8","2.1","5.0","3.0","10.2","4.5","8.6","4.0","22.0"
"1400000US09009361300","Census Tract 3613, New Haven County, Connecticut","5.4","21.3","6.9","19.6","5.4","14.0","4.6","5.9","3.0","85268","6920","102256","10240","32.5","(X)","(X)","(X)","(X)","(X)","1206","100","2.7","4.1","0.7","1.1","4.0","3.3","8.1","4.2","3.7","2.4","15.4","5.7","20.1","7.3","23.5","6.5","15.3","5.0","6.6","3.3","87845","11576","109252","12694","(X)","(X)","34.3","(X)","(X)","(X)","931","113","3.5","5.3","0.0","3.4","0.9","1.4","7.0","3.7","1.8","1.4","13.1","5.8","20.2","8.5","26.7","7.5","18.3","6.1","8.5","4.3","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","303","97","2.6","4.4","2.3","3.8","9.2","8.5","14.2","11.1","6.6","6.7","21.8","13.1","31.7","15.8","8.3","7.9","0.0","10.2","3.3","4.8","61410","11876","65717","11907","(X)","(X)","(X)","(X)","25.4","(X)","1509","82","2.7","3.5","1.0","1.2","4.4","2.9","9.3","3.4","4.3","2.4","17.3"
"1400000US09009361401","Census Tract 3614.01, New Haven County, Connecticut","4.7","4.5","2.5","6.3","3.4","3.7","3.1","2.1","1.6","29468","8393","44705","8172","16.2","(X)","(X)","(X)","(X)","(X)","206","66","6.3","8.9","0.0","14.6","16.0","14.4","4.4","7.0","19.4","11.2","3.9","5.4","10.7","11.0","17.5","13.0","8.3","8.0","13.6","11.2","78750","54998","100617","29888","(X)","(X)","8.3","(X)","(X)","(X)","162","60","8.0","11.5","0.0","18.1","9.9","14.5","5.6","8.7","18.5","13.4","4.9","6.8","8.6","12.5","22.2","15.3","4.9","7.5","17.3","14.3","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1150","119","29.8","7.7","11.4","4.8","10.5","5.0","11.2","4.6","10.5","4.8","16.0","5.7","3.4","2.4","4.3","3.2","2.9","3.5","0.0","2.8","22071","10311","34687","7269","(X)","(X)","(X)","(X)","17.0","(X)","1356","111","26.3","6.9","9.7","4.1","11.4","4.7","10.2","4.1","11.9","4.4","14.2"
"1400000US09009361402","Census Tract 3614.02, New Haven County, Connecticut","8.9","11.1","10.0","7.7","8.2","3.4","5.5","17.1","13.6","60250","35754","88222","32975","30.8","(X)","(X)","(X)","(X)","(X)","23","21","13.0","21.8","0.0","61.8","0.0","61.8","0.0","61.8","0.0","61.8","17.4","33.3","17.4","29.5","0.0","61.8","52.2","52.2","0.0","61.8","(X)","(X)","126026","72208","(X)","(X)","52.2","(X)","(X)","(X)","3","4","100.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","94","30","29.8","22.6","0.0","28.5","4.3","5.9","6.4","9.9","18.1","20.3","13.8","10.9","5.3","7.6","9.6","9.8","4.3","6.9","8.5","8.3","46324","23194","71160","28351","(X)","(X)","(X)","(X)","25.5","(X)","117","35","26.5","19.2","0.0","23.9","3.4","4.8","5.1","7.9","14.5","16.7","11.1"
"1400000US09009361500","Census Tract 3615, New Haven County, Connecticut","5.4","12.5","5.6","9.4","4.4","3.3","2.4","0.0","1.8","41792","6683","52613","5869","37.2","(X)","(X)","(X)","(X)","(X)","1173","144","5.9","3.5","3.4","2.6","10.4","5.7","15.3","6.5","10.3","5.0","18.0","7.4","20.9","8.6","12.7","7.4","3.2","2.4","0.0","2.7","51652","4200","60436","7239","(X)","(X)","36.1","(X)","(X)","(X)","667","129","0.7","1.5","3.0","2.8","3.0","4.8","16.8","8.8","12.4","8.3","18.0","6.9","24.6","12.0","17.5","11.2","3.9","3.3","0.0","4.8","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","649","137","20.6","10.2","14.8","7.7","8.9","5.3","15.7","8.8","18.2","9.9","19.4","10.9","1.2","1.8","1.1","1.7","0.0","4.9","0.0","4.9","29507","8920","30865","5414","(X)","(X)","(X)","(X)","33.4","(X)","1822","126","10.3","4.2","7.5","2.7","9.2","4.2","15.4","5.1","14.0","4.6","18.5"
"1400000US09009990000","Census Tract 9900, New Haven County, Connecticut","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-"
"1400000US09011650100","Census Tract 6501, New London County, Connecticut","6.8","14.0","5.1","14.5","4.6","9.4","3.0","14.9","4.2","81650","13148","117144","12553","27.0","(X)","(X)","(X)","(X)","(X)","785","60","2.0","2.3","0.0","4.1","4.3","2.3","4.1","1.9","8.2","5.6","21.5","7.9","12.6","5.3","16.8","5.9","12.2","4.2","18.2","5.6","94583","12687","135121","18676","(X)","(X)","25.4","(X)","(X)","(X)","716","63","2.2","2.5","0.0","4.4","4.7","2.5","3.1","2.1","8.9","6.2","20.1","8.5","13.0","5.5","14.9","6.0","13.4","4.5","19.6","6.2","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","292","77","4.1","4.3","1.7","2.4","14.7","10.8","6.8","4.6","18.5","11.5","22.6","12.3","15.4","11.7","8.2","6.6","1.7","2.5","6.2","5.2","52000","10408","66611","11846","(X)","(X)","(X)","(X)","31.5","(X)","1077","64","2.6","2.0","0.5","0.7","7.1","3.4","4.4","1.8","11.0","5.0","21.6"
"1400000US09011660101","Census Tract 6601.01, New London County, Connecticut","5.4","19.9","4.9","14.1","4.9","15.3","4.3","6.4","2.8","81335","5937","101465","8175","19.9","(X)","(X)","(X)","(X)","(X)","927","95","0.0","3.4","0.0","3.4","0.0","3.4","8.8","5.7","6.7","6.1","16.5","6.4","18.7","5.9","18.0","6.8","22.4","6.4","8.8","4.0","97969","16785","120172","11255","(X)","(X)","21.4","(X)","(X)","(X)","713","98","0.0","4.5","0.0","4.5","0.0","4.5","3.9","3.7","2.8","3.1","14.9","6.6","20.5","7.1","21.3","8.4","25.1","7.7","11.5","5.1","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","488","120","0.8","1.5","3.9","4.3","6.1","5.6","10.9","7.1","23.0","12.2","22.5","9.8","22.3","11.4","8.2","6.1","2.3","3.2","0.0","6.4","55152","9706","60412","7359","(X)","(X)","(X)","(X)","17.2","(X)","1415","109","0.3","0.5","1.3","1.5","2.1","1.9","9.5","4.5","12.3","5.8","18.6"
"1400000US09011660102","Census Tract 6601.02, New London County, Connecticut","4.9","15.9","4.7","17.5","4.5","18.6","5.4","12.3","3.9","93974","15127","117248","10147","30.8","(X)","(X)","(X)","(X)","(X)","1332","120","0.0","2.4","0.6","0.9","4.2","3.3","7.5","4.2","1.2","1.3","10.7","5.5","17.2","6.0","19.1","5.8","24.1","6.8","15.4","5.1","114839","21338","135638","12111","(X)","(X)","27.9","(X)","(X)","(X)","1213","132","0.0","2.6","0.7","1.0","3.5","3.3","4.7","2.9","0.6","0.9","10.2","5.6","17.8","6.3","20.0","6.2","25.7","7.3","16.9","5.7","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","398","108","4.0","4.5","6.0","5.6","20.1","9.6","18.6","12.7","11.6","7.7","13.8","8.5","11.6","7.2","12.3","9.5","0.0","7.8","2.0","3.1","36250","17229","54411","11714","(X)","(X)","(X)","(X)","38.9","(X)","1730","115","0.9","1.0","1.8","1.4","7.5","3.6","10.1","4.1","3.6","2.0","11.8"
"1400000US09011690300","Census Tract 6903, New London County, Connecticut","4.1","9.0","4.1","4.7","3.0","2.8","2.3","1.1","1.2","30738","6866","43041","5464","28.4","(X)","(X)","(X)","(X)","(X)","1620","198","15.2","9.0","3.1","3.5","19.8","7.5","12.9","6.1","14.4","6.9","11.7","6.0","10.6","6.5","7.7","4.9","4.6","3.8","0.0","2.0","34481","4963","47466","7370","(X)","(X)","28.5","(X)","(X)","(X)","698","149","4.6","5.4","0.0","4.5","9.9","9.3","16.6","9.9","15.9","10.5","19.8","11.1","11.9","8.3","13.9","10.7","7.4","6.9","0.0","4.5","55083","12282","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1017","209","20.6","10.7","13.5","9.1","23.9","11.7","8.8","5.3","8.2","7.3","15.7","8.9","6.6","4.3","1.3","2.2","0.0","3.1","1.5","2.2","22855","6900","34032","6826","(X)","(X)","(X)","(X)","28.1","(X)","2637","155","17.3","6.4","7.1","4.0","20.4","6.6","11.3","3.8","12.6","5.4","13.7"
"1400000US09011690400","Census Tract 6904, New London County, Connecticut","6.6","9.0","5.0","7.1","3.9","0.9","1.1","0.4","0.6","44704","5834","50745","5458","29.3","(X)","(X)","(X)","(X)","(X)","463","77","7.6","7.3","1.9","2.3","18.1","7.4","10.8","6.7","20.3","7.5","28.9","10.3","6.0","4.8","4.1","3.7","1.5","1.8","0.6","1.0","42639","7448","48840","6327","(X)","(X)","33.3","(X)","(X)","(X)","282","73","6.0","9.1","1.1","2.0","11.7","8.9","7.8","8.6","16.0","8.7","37.9","14.8","9.2","8.0","6.7","6.1","2.5","3.0","1.1","1.6","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","302","73","3.0","3.2","3.6","4.0","16.9","11.4","13.6","10.6","21.2","16.0","27.8","13.8","7.6","5.9","6.3","6.0","0.0","10.2","0.0","10.2","44655","9877","48240","6915","(X)","(X)","(X)","(X)","23.2","(X)","765","85","5.8","4.7","2.6","2.2","17.6","6.6","11.9","5.8","19.6","7.7","25.1"
"1400000US09011690500","Census Tract 6905, New London County, Connecticut","5.9","5.3","3.5","0.6","0.9","1.2","1.3","1.3","1.3","20091","6512","35793","8322","21.6","(X)","(X)","(X)","(X)","(X)","432","133","6.5","10.1","31.7","17.1","15.0","14.2","4.2","4.7","9.5","9.7","17.6","13.1","10.6","11.3","0.0","7.2","2.3","3.5","2.5","3.9","21875","18935","50116","24784","(X)","(X)","17.8","(X)","(X)","(X)","167","83","0.0","17.6","12.0","10.9","33.5","29.0","6.0","8.9","20.4","22.0","10.2","12.2","5.4","8.7","0.0","17.6","6.0","9.1","6.6","10.5","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1134","177","32.6","10.5","15.0","6.0","11.9","5.3","15.4","7.8","6.4","4.0","13.0","6.6","3.3","2.3","0.8","1.3","0.8","1.3","0.8","1.2","16089","4526","29479","6764","(X)","(X)","(X)","(X)","23.1","(X)","1566","134","25.4","8.3","17.4","5.8","12.8","5.3","12.3","5.8","9.5","5.0","14.2"
"1400000US09011690700","Census Tract 6907, New London County, Connecticut","12.9","5.1","5.9","13.2","10.7","0.2","0.7","0.0","6.2","35263","12445","46539","12859","21.7","(X)","(X)","(X)","(X)","(X)","281","85","25.3","18.9","2.5","4.1","26.7","21.1","8.5","9.6","1.1","2.3","13.5","9.2","9.3","11.2","12.8","10.5","0.4","1.3","0.0","10.9","22917","12963","41201","14304","(X)","(X)","12.8","(X)","(X)","(X)","89","48","0.0","29.7","0.0","29.7","19.1","23.5","18.0","23.7","3.4","7.9","36.0","22.9","4.5","8.3","18.0","19.3","1.1","4.2","0.0","29.7","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","227","76","15.9","16.9","17.2","15.8","24.2","21.6","5.7","6.8","10.1","8.5","13.2","9.8","0.0","13.3","13.7","19.4","0.0","13.3","0.0","13.3","(X)","(X)","40768","23939","(X)","(X)","(X)","(X)","21.6","(X)","508","81","14.6","10.5","7.7","7.1","15.6","10.9","11.8","8.9","10.0","5.6","21.9"
"1400000US09011690800","Census Tract 6908, New London County, Connecticut","7.0","7.2","3.6","11.3","4.3","6.1","4.9","1.0","1.2","45508","9685","56611","8729","22.7","(X)","(X)","(X)","(X)","(X)","755","102","8.6","8.4","3.0","4.6","13.9","6.7","12.2","10.4","6.4","4.2","24.1","8.8","11.4","6.3","10.3","5.7","9.3","7.4","0.8","1.3","57938","14675","63916","11228","(X)","(X)","16.7","(X)","(X)","(X)","362","98","6.4","13.2","0.0","8.6","9.4","10.3","8.6","10.6","3.0","3.5","17.4","9.5","17.4","10.7","21.5","11.6","14.6","13.8","1.7","2.6","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","498","114","21.1","13.1","13.1","12.3","11.6","10.6","6.4","5.8","20.1","9.4","11.4","10.0","3.2","3.8","10.2","7.0","1.4","2.4","1.4","2.4","29519","17104","43272","11471","(X)","(X)","(X)","(X)","31.9","(X)","1253","105","10.9","6.8","7.7","6.1","13.3","5.7","9.9","6.9","13.5","5.3","19.1"
"1400000US09011690900","Census Tract 6909, New London County, Connecticut","7.6","14.3","5.4","12.3","4.5","5.3","3.3","2.4","2.0","54076","5151","70263","12111","21.6","(X)","(X)","(X)","(X)","(X)","1068","208","11.5","11.0","0.0","3.0","4.4","3.6","0.0","3.0","11.2","7.5","15.9","9.9","19.1","9.1","21.7","8.9","10.6","7.6","5.5","4.3","77434","7268","100479","25634","(X)","(X)","23.0","(X)","(X)","(X)","751","143","0.0","4.2","0.0","4.2","4.3","3.8","0.0","4.2","9.2","6.9","18.8","12.9","20.8","10.2","26.8","11.6","12.4","9.5","7.9","6.2","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1364","223","4.8","3.8","5.5","4.9","28.6","11.3","3.5","2.7","10.8","5.3","30.1","11.3","10.6","8.0","4.9","3.6","1.2","2.1","0.0","2.4","43774","12494","46137","6841","(X)","(X)","(X)","(X)","20.5","(X)","2432","192","7.7","5.0","3.1","2.7","18.0","7.2","2.0","1.6","10.5","4.4","24.4"
"1400000US09011693300","Census Tract 6933, New London County, Connecticut","5.9","12.8","4.6","14.1","4.2","12.3","5.3","7.1","3.6","69145","8879","96414","14896","31.1","(X)","(X)","(X)","(X)","(X)","1350","120","1.3","2.0","0.0","2.4","3.8","3.2","1.1","1.7","12.3","7.1","17.0","6.5","13.4","6.4","20.9","6.4","18.1","8.4","12.1","6.0","101296","26312","129890","24658","(X)","(X)","31.1","(X)","(X)","(X)","1163","122","0.0","2.8","0.0","2.8","3.2","3.1","1.3","2.0","11.6","7.1","14.4","6.5","12.4","6.4","22.1","6.8","21.0","9.6","14.0","7.0","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","945","191","9.5","8.1","3.4","3.8","19.3","10.3","13.8","7.0","16.0","8.5","19.5","10.1","10.2","6.2","6.1","4.7","2.3","2.9","0.0","3.4","41119","11124","46387","6978","(X)","(X)","(X)","(X)","29.3","(X)","2295","178","4.7","3.6","1.4","1.6","10.2","4.7","6.3","3.2","13.8","5.4","17.3"
"1400000US09011693400","Census Tract 6934, New London County, Connecticut","4.8","12.8","4.4","9.9","3.4","8.0","3.7","6.1","2.9","55598","11927","77019","7986","32.0","(X)","(X)","(X)","(X)","(X)","1153","99","5.5","5.5","1.6","1.9","2.9","2.6","13.6","7.5","10.3","3.9","16.3","6.0","18.2","6.2","11.0","3.9","12.4","5.8","8.1","4.3","74688","11928","92546","11420","(X)","(X)","29.4","(X)","(X)","(X)","758","92","1.3","2.1","0.9","1.4","0.9","1.5","5.7","4.3","9.0","4.3","22.0","8.2","14.4","7.4","15.0","5.8","18.5","8.6","12.3","6.3","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","638","107","11.0","6.3","10.7","7.5","22.1","9.3","9.4","5.9","19.9","9.8","13.3","6.3","7.8","4.9","3.1","3.5","0.0","5.0","2.7","2.8","29643","12908","45788","10226","(X)","(X)","(X)","(X)","36.7","(X)","1791","99","6.5","3.9","4.9","3.1","10.7","3.8","11.1","4.2","13.7","4.3","16.3"
"1400000US09011693500","Census Tract 6935, New London County, Connecticut","4.1","17.5","5.0","23.0","6.3","8.8","3.5","13.3","4.5","89583","13094","122602","18966","29.0","(X)","(X)","(X)","(X)","(X)","1101","69","1.0","1.4","4.5","4.3","0.8","1.4","3.2","2.4","7.1","3.8","14.4","4.8","13.8","6.0","28.6","7.5","10.5","4.3","16.1","5.7","108831","12834","139750","23832","(X)","(X)","25.6","(X)","(X)","(X)","915","84","0.0","3.5","2.2","1.7","0.0","3.5","2.7","2.4","6.3","3.7","14.6","5.8","15.0","6.9","29.1","8.0","12.7","5.1","17.4","6.1","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","308","85","6.8","7.2","10.7","8.8","9.4","8.6","12.7","8.3","18.2","13.8","2.9","5.0","30.5","12.2","2.9","4.6","2.6","4.7","3.2","5.0","48286","19151","59357","16058","(X)","(X)","(X)","(X)","40.9","(X)","1409","87","2.3","1.8","5.9","3.7","2.7","2.2","5.3","2.6","8.9","4.2","12.4"
"1400000US09011693600","Census Tract 6936, New London County, Connecticut","6.1","24.2","7.6","26.2","8.0","6.4","4.1","3.8","2.7","86290","8606","89516","6603","27.6","(X)","(X)","(X)","(X)","(X)","745","86","0.0","4.3","3.2","2.8","1.7","2.4","3.1","3.1","9.0","6.1","17.0","7.5","20.7","8.8","29.7","9.3","9.8","6.3","5.8","4.1","89970","13284","103094","8722","(X)","(X)","29.9","(X)","(X)","(X)","608","86","0.0","5.2","0.0","5.2","0.0","5.2","2.8","2.9","9.9","6.9","15.5","7.6","23.2","10.1","31.4","9.8","10.7","7.5","6.6","4.6","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","399","107","2.0","3.1","1.8","2.8","13.5","12.5","20.6","12.4","5.8","5.1","11.8","11.4","28.8","15.2","15.8","11.8","0.0","7.8","0.0","7.8","51992","34793","61643","11575","(X)","(X)","(X)","(X)","23.3","(X)","1144","64","0.7","1.1","2.7","2.2","5.9","4.7","9.2","4.3","7.9","4.1","13.1"
"1400000US09011693700","Census Tract 6937, New London County, Connecticut","5.4","17.4","6.0","30.1","7.0","6.5","3.7","4.3","2.7","83235","11680","92657","7517","21.0","(X)","(X)","(X)","(X)","(X)","889","84","0.0","3.6","0.0","3.6","4.4","3.6","4.4","2.8","3.1","2.4","15.6","5.6","20.8","7.7","38.2","9.4","7.6","4.6","5.7","3.5","103080","9230","105684","8283","(X)","(X)","21.5","(X)","(X)","(X)","761","99","0.0","4.2","0.0","4.2","3.9","3.7","4.3","3.1","3.7","2.8","14.7","5.9","16.2","7.3","41.5","10.4","8.9","5.6","6.7","4.3","107743","6320","N","N","(X)","(X)","(X)","(X)","(X)","(X)","311","75","0.0","9.9","0.0","9.9","18.6","11.0","20.3","14.7","17.0","14.6","26.4","13.2","7.7","7.1","6.8","6.0","3.2","4.6","0.0","9.9","37396","21151","54321","9234","(X)","(X)","(X)","(X)","19.6","(X)","1200","62","0.0","2.7","0.0","2.7","8.1","3.8","8.5","4.4","6.8","4.2","18.4"
"1400000US09011695201","Census Tract 6952.01, New London County, Connecticut","7.4","15.4","5.8","14.5","5.8","10.4","5.9","2.2","2.4","63837","11756","74725","9594","23.4","(X)","(X)","(X)","(X)","(X)","1423","167","5.2","7.6","3.5","5.0","2.7","3.2","7.7","5.6","8.2","4.5","20.1","9.0","21.9","8.7","13.8","6.3","13.7","7.9","3.2","3.4","76037","23590","83574","12665","(X)","(X)","22.1","(X)","(X)","(X)","1036","189","7.1","10.3","4.8","6.8","1.9","3.2","2.6","4.1","5.8","4.5","14.9","8.1","26.4","11.5","15.3","7.6","16.7","10.4","4.3","4.6","91288","16103","N","N","(X)","(X)","(X)","(X)","(X)","(X)","609","172","6.7","6.5","15.9","14.5","12.6","9.7","11.2","7.8","12.6","8.9","21.8","13.6","0.0","5.2","16.3","10.9","2.8","4.2","0.0","5.2","39353","15633","49623","11890","(X)","(X)","(X)","(X)","26.4","(X)","2032","132","5.7","5.8","7.2","5.6","4.8","3.3","6.4","3.7","9.5","4.1","23.9"
"1400000US09011695202","Census Tract 6952.02, New London County, Connecticut","6.9","15.6","5.7","27.0","6.5","10.1","5.0","3.0","1.9","85384","12660","91620","8900","32.9","(X)","(X)","(X)","(X)","(X)","1734","168","3.0","3.0","1.5","1.7","1.2","1.8","2.7","2.3","8.9","4.9","16.4","7.5","17.8","7.0","30.9","8.1","13.7","6.5","4.1","2.6","95577","19377","103445","10897","(X)","(X)","29.2","(X)","(X)","(X)","1378","181","0.0","2.3","1.9","2.2","1.5","2.2","2.5","2.6","7.3","5.5","13.1","5.8","17.5","7.5","34.8","8.7","16.3","8.2","5.2","3.3","110652","13279","N","N","(X)","(X)","(X)","(X)","(X)","(X)","615","158","10.4","9.2","6.5","7.7","10.2","9.4","4.7","5.3","10.9","9.1","33.0","14.4","9.4","10.9","14.8","13.3","0.0","5.1","0.0","5.1","52270","14284","54762","12244","(X)","(X)","(X)","(X)","38.9","(X)","2349","136","4.6","2.8","2.8","2.3","3.5","2.7","3.2","2.3","9.4","4.6","20.8"
"1400000US09011696100","Census Tract 6961, New London County, Connecticut","8.6","7.8","3.9","10.6","4.9","0.9","1.1","1.6","1.7","45202","13422","64175","16450","37.2","(X)","(X)","(X)","(X)","(X)","1124","173","3.4","4.1","0.4","1.2","12.2","9.0","15.2","6.3","10.9","7.1","33.3","10.7","8.8","5.6","12.2","6.7","1.0","1.5","2.7","3.0","58478","6609","76689","26926","(X)","(X)","39.0","(X)","(X)","(X)","652","152","0.0","4.9","0.0","4.9","6.6","6.4","16.1","10.5","17.0","11.0","27.9","11.4","13.0","8.6","13.0","6.8","1.7","2.6","4.6","5.0","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","811","203","6.3","5.6","12.5","8.3","11.3","7.4","16.2","9.5","22.4","16.1","15.8","10.7","6.3","5.4","9.2","8.4","0.0","3.9","0.0","3.9","37311","11239","44202","7493","(X)","(X)","(X)","(X)","34.6","(X)","1935","176","2.6","2.5","5.4","3.7","11.8","6.2","16.5","6.1","15.8","7.5","27.0"
"1400000US09011696200","Census Tract 6962, New London County, Connecticut","7.1","11.4","5.6","24.8","6.7","3.4","3.2","7.6","4.0","66959","18339","90027","10319","36.4","(X)","(X)","(X)","(X)","(X)","1250","203","0.0","2.6","0.0","2.6","0.9","1.3","3.6","2.9","17.1","10.4","23.0","9.9","8.6","4.9","29.0","9.2","6.7","4.4","11.0","6.3","96250","29350","108583","15244","(X)","(X)","41.6","(X)","(X)","(X)","999","167","0.0","3.2","0.0","3.2","1.1","1.6","3.5","3.4","12.6","7.0","20.8","10.9","10.8","6.1","35.7","10.4","8.4","5.6","7.0","5.3","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","772","192","1.7","2.8","0.0","4.1","15.3","9.3","14.8","8.9","18.3","13.5","22.4","10.2","9.6","6.9","18.0","8.6","0.0","4.1","0.0","4.1","50000","23167","57563","7078","(X)","(X)","(X)","(X)","26.4","(X)","2022","189","0.6","1.1","0.0","1.6","6.4","3.7","7.9","4.1","17.6","8.3","20.3"
